id_dep,nome,partido,uf,Cobrança de cursos em universidades públicas,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Infaticídio indígena,Lei trabalhista,Maioridade 1,Maioridade 2,Pensão,Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Terceirização total 2017,Terrorismo,Transgênico,Tributação serviços de internet,Voto Facultativo,Voto impresso,Impeachment,Prosseguimento da denúncia contra Temer,Prosseguimento da 2ª denúncia contra Temer
141552,Valtenir Pereira,mdb,MT,sim,não,sim,não,não,não,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,não votou,sim,não,sim,não,não votou,não votou
178913,Veneziano Vital do Rêgo,psb,PB,não,sim,sim,sim,sim,sim,não votou,não,sim,sim,não,sim,sim,sim,sim,não,sim,sim,sim,não,sim,sim,sim,sim
178869,Vitor Valim,pros,CE,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,sim,não,sim,não,-,sim,não votou,sim,sim,sim,sim,sim,sim
178952,Walter Alves,mdb,RN,sim,sim,não votou,sim,sim,sim,sim,-,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,não,não
160620,Washington Reis,mdb,RJ,sim,não votou,sim,sim,não votou,sim,não votou,não votou,não,não,sim,não votou,sim,não votou,sim,não votou,sim,sim,não votou,não votou,sim,sim,não votou,não votou
193066,Wilson Beserra,mdb,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou
191945,Zé Augusto Nalin,dem,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não,não
178864,Adail Carneiro,podemos,CE,sim,não,não,sim,sim,sim,sim,sim,não,não,sim,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,não votou,não votou
136811,Afonso Hamm,progressistas,RS,sim,sim,não,não,não,não,sim,não,sim,sim,não,sim,não,sim,sim,não,não,sim,sim,não,sim,sim,sim,sim
160527,Aguinaldo Ribeiro,progressistas,PB,sim,sim,não,sim,sim,sim,não,sim,não votou,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,não
178831,André Abdon,progressistas,AP,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,não,sim,sim,não,não
178882,André Fufuca,progressistas,MA,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,-,sim,sim,não,não,sim,sim,não,não
160541,Arthur Lira,progressistas,AL,sim,não votou,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,não votou,não votou,sim,não,não
178948,Beto Rosado,progressistas,RN,sim,sim,não,não,sim,sim,não votou,sim,sim,sim,não votou,sim,não,sim,sim,-,sim,sim,sim,não,sim,sim,não,não
178906,Beto Salame,progressistas,PA,não votou,sim,sim,não,não,não,sim,não,não,não,sim,sim,sim,sim,não,não,sim,sim,sim,não,sim,abstenção,não,não
93083,Cacá Leão,progressistas,BA,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,abstenção,não,não
178848,Conceição Sampaio,progressistas,AM,não,sim,sim,sim,sim,não,abstenção,não,não,não,não,sim,não,sim,sim,não,não,sim,sim,sim,sim,sim,sim,sim
178963,Covatti Filho,progressistas,RS,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,-,não,sim,não,não,sim,sim,não,não
73768,Dilceu Sperafico,progressistas,PR,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,não
160599,Dimas Fabiano,progressistas,MG,sim,sim,não,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não
141421,Eduardo da Fonte,progressistas,PE,não votou,não,sim,não votou,não votou,não votou,sim,não,sim,sim,sim,não votou,sim,não votou,sim,sim,não votou,não votou,não votou,não votou,não votou,sim,não,não
160649,Esperidião Amin,progressistas,SC,não,não,não,sim,não,não,sim,não,sim,sim,não,sim,não,sim,sim,não,não,sim,não votou,não,sim,sim,sim,sim
178904,Ezequiel Fonseca,progressistas,MT,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,não
66828,Fausto Pinato,progressistas,SP,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,não,sim,sim,não,sim,não votou,não,sim,sim,não,não
92699,Fernando Monteiro,progressistas,PE,sim,sim,não votou,sim,sim,sim,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não,não
186775,Franklin Lima,progressistas,MG,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,não,não votou,sim,não,não
160667,Guilherme Mussi,progressistas,SP,sim,não votou,sim,sim,sim,sim,não votou,-,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,não,não
178959,Hiran Gonçalves,progressistas,RR,sim,não,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não votou,não,não,sim,não,não
67138,Iracema Portella,progressistas,PI,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,não,não
160570,Jerônimo Goergen,progressistas,RS,sim,não votou,sim,não,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,sim,sim,sim,não,não votou,sim,sim,sim,sim
74388,Jorge Boeira,progressistas,SC,não votou,não,não votou,não,não,não,não votou,não,sim,sim,não,sim,não,não,não,não,não votou,sim,não votou,sim,não votou,sim,sim,sim
74395,José Otávio Germano,progressistas,RS,sim,não votou,sim,sim,não,não votou,sim,-,sim,sim,não,não votou,não,não votou,sim,-,não,sim,não votou,não votou,sim,sim,não,não
74253,Julio Lopes,progressistas,RJ,sim,não,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não,sim,sim,não,não
73483,Luis Carlos Heinze,progressistas,RS,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim,sim,não,sim,sim,sim,sim
141487,Luiz Fernando Faria,progressistas,MG,sim,sim,sim,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,não,não
141480,Lázaro Botelho,progressistas,TO,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não votou,sim,sim,não,não
178867,Macedo,progressistas,CE,sim,sim,sim,sim,sim,não,não votou,-,não votou,não votou,sim,sim,sim,sim,não,-,sim,sim,sim,não,sim,não,não,não
151965,Maia Filho,progressistas,PI,não,sim,sim,sim,sim,sim,sim,sim,não,não,não votou,sim,não votou,sim,não votou,sim,sim,não votou,não votou,não votou,sim,não votou,não,não votou
178932,Marcelo Belinati,progressistas,PR,sim,não,não,sim,não,não,sim,não votou,sim,sim,não,sim,não,não,não,não votou,não,não,sim,sim,sim,sim,não votou,não votou
74235,Marcus Vicente,progressistas,ES,sim,não votou,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não votou,sim,sim,não,sim,sim,não,sim,sim,não,não
178858,Mário Negromonte Jr.,progressistas,BA,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,não,sim,abstenção,não,não
73781,Nelson Meurer,progressistas,PR,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim,sim,não,não
74752,Odelmo Leão,progressistas,MG,sim,sim,não,sim,sim,não,sim,não votou,sim,sim,não,sim,não,sim,sim,não votou,não,sim,sim,não,sim,sim,não votou,não votou
141517,Paulo Henrique Lustosa,progressistas,CE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,-,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou
132056,Paulo Maluf,progressistas,SP,não votou,não votou,não votou,sim,sim,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,sim,-,não votou,sim,não votou,não,não votou,sim,não,não
171620,Renato Andrade,progressistas,MG,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não,não
141527,Renato Molling,progressistas,RS,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não votou,sim,não,sim,sim,sim,não,sim,sim,sim,sim,sim,não,não
160654,Renzo Braz,progressistas,MG,sim,sim,não votou,sim,sim,sim,não votou,sim,sim,sim,sim,sim,não,sim,não votou,sim,sim,sim,não votou,não,não votou,sim,não,não
73788,Ricardo Barros,progressistas,PR,sim,não,não votou,sim,sim,sim,não votou,não votou,não,não,sim,sim,sim,não,sim,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou
160655,Ricardo Izar,progressistas,SP,sim,não,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não votou,não,sim,sim,não,não
73674,Roberto Balestra,progressistas,GO,sim,não,sim,sim,sim,não votou,sim,sim,sim,sim,não,sim,não votou,sim,sim,-,não,sim,sim,sim,sim,sim,não,não
141529,Roberto Britto,progressistas,BA,sim,sim,não,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não,não
178861,Ronaldo Carletto,progressistas,BA,sim,sim,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,não
178870,Rôney Nemer,progressistas,DF,não,sim,sim,sim,sim,não,sim,não,sim,sim,não votou,não,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,não votou,não
74372,Sandes Júnior,progressistas,GO,não votou,sim,sim,sim,sim,não,sim,não votou,sim,sim,sim,sim,não,sim,sim,não votou,sim,sim,sim,sim,sim,não votou,não votou,não votou
73424,Simão Sessim,progressistas,RJ,sim,não votou,não votou,não votou,não votou,não votou,não votou,sim,sim,sim,sim,não votou,sim,não votou,sim,sim,não votou,sim,não votou,não votou,não votou,sim,não,não
160611,Toninho Pinheiro,progressistas,MG,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,não
141558,Waldir Maranhão,psdb,MA,não votou,não votou,não votou,sim,sim,sim,não votou,sim,não,sim,sim,sim,sim,não votou,não votou,não,sim,não votou,sim,não votou,não votou,não,sim,sim
178972,Alex Manente,pps,SP,sim,não,sim,não,não,não,sim,sim,sim,sim,não,sim,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim
160602,Arnaldo Jordy,pps,PA,sim,não,sim,não,não,não,sim,não,não,não,não,sim,não,não,não,não,não votou,não,não votou,sim,sim,sim,sim,sim
160600,Arthur Oliveira Maia,dem,BA,sim,não votou,abstenção,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,sim,sim,não votou,não votou,não votou,sim,sim,não,não
164360,Carmen Zanotto,pps,SC,sim,não,sim,não,não,não,sim,não,não,não,não,sim,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim
178883,Eliziane Gama,pps,MA,não,não,sim,não,não,não,sim,não,não,não,não,sim,não,não,não,não,sim,não,não,sim,sim,sim,sim,sim
198198,Luzia Ferreira,pps,MG,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou
178880,Marcos Abrão,pps,GO,sim,não,sim,não,não,não,sim,sim,não,sim,não,sim,não,não,sim,sim,sim,sim,não,sim,sim,sim,sim,sim
195997,Pollyana Gama,pps,SP,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,sim,sim
74048,Raul Jungmann,pps,PE,não votou,não,não votou,não votou,não,não votou,sim,não votou,não,não,não,não,não,não,sim,não votou,sim,não,não votou,não,não votou,não votou,não votou,não votou
73805,Roberto Freire,pps,SP,não votou,não,sim,não,não,não,sim,não votou,não,não,não votou,sim,não,não,sim,não votou,sim,sim,sim,não,abstenção,não votou,sim,sim
73466,Rubens Bueno,pps,PR,sim,não,sim,não,não,não,sim,sim,não,não,não,sim,não,não,sim,sim,sim,sim,não,sim,sim,sim,sim,sim
178968,Adelson Barreto,pr,SE,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim,sim,não,sim,não,não votou,sim,sim,sim,sim,sim
141372,Aelton Freitas,pr,MG,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,-,sim,sim,sim,não,sim,não,não,não
178936,Alexandre Valle,pr,RJ,sim,não,sim,não,sim,sim,sim,-,não votou,não votou,sim,sim,não,sim,sim,não,sim,sim,sim,sim,sim,sim,não,não
178846,Alfredo Nascimento,pr,AM,sim,não votou,não votou,não,sim,sim,sim,sim,não votou,não votou,sim,sim,sim,não votou,sim,não,sim,sim,sim,não votou,não votou,sim,não,não
160551,Anderson Ferreira,pr,PE,sim,não,sim,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,não votou,sim,sim,não votou,não votou
141513,Bilac Pinto,dem,MG,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,não
178999,Brunny,pr,MG,não,não,sim,não,não votou,não,não,sim,sim,sim,sim,não votou,sim,não,não,-,não votou,não,sim,não,sim,não,não,não
178865,Cabo Sabino,avante,CE,não,sim,não,não,sim,não,sim,não,sim,sim,sim,sim,sim,não,não,não,não votou,não votou,sim,sim,sim,sim,sim,sim
194261,Cajar Nardes,podemos,RS,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não,não
178829,Capitão Augusto,pr,SP,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim
178928,Christiane de Souza Yared,pr,PR,não,não,sim,não,não,não,sim,não,não,não,não,sim,não,não,não,não,sim,sim,sim,não,sim,sim,sim,sim
178939,Clarissa Garotinho,pros,RJ,sim,não,sim,não,não,não,sim,não votou,não,não,sim,sim,não,sim,não,não votou,não votou,não,sim,não,sim,não votou,não votou,não votou
178893,Delegado Edson Moreira,pr,MG,não,não,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,sim,não,sim,sim,não,não
164359,Delegado Waldir,psl,GO,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,não,não,sim,não,sim,sim,sim,sim,sim,sim,não votou,sim
178940,Dr. João,pr,RJ,sim,não,abstenção,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,não,sim,sim,não votou,não votou
141417,Edio Lopes,pr,RR,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,não,não,não
74383,Giacobo,pr,PR,não votou,sim,não votou,não,sim,sim,não votou,sim,sim,sim,sim,não votou,sim,sim,sim,-,não votou,não votou,não votou,não,sim,sim,não,não
160673,Giovani Cherini,pr,RS,sim,sim,sim,não,não votou,não,sim,-,não,não,não,sim,não,sim,sim,-,sim,sim,não,não,sim,sim,não votou,não
129618,Gorete Pereira,pr,CE,sim,sim,sim,não votou,não votou,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,sim,abstenção,não,não
160509,Jorginho Mello,pr,SC,sim,não votou,sim,não,não votou,sim,não votou,sim,sim,sim,sim,não votou,sim,não votou,sim,-,sim,sim,não votou,não votou,sim,sim,sim,sim
74140,José Carlos Araújo,pr,BA,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não,sim,não votou,não,sim,não,não,não votou
74554,José Rocha,pr,BA,sim,não votou,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,não votou,sim,não,não,não
141458,João Carlos Bacelar,pr,BA,sim,não votou,não,não,sim,sim,não votou,sim,sim,não votou,sim,sim,sim,sim,não,sim,não votou,sim,não votou,não,sim,não,não,não
141478,Laerte Bessa,pr,DF,não,sim,não,não,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,sim,sim,não,não
178955,Luiz Cláudio,pr,RO,sim,abstenção,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,-,abstenção,sim,sim,não,sim,sim,não,não
162332,Luiz Nishimori,pr,PR,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,não
141484,Lúcio Vale,pr,PA,não,não,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não,sim,não,não,não
166402,Magda Mofatto,pr,GO,não votou,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,não,não
195826,Marcelo Delaroli,pr,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não,não
179000,Marcelo Álvaro Antônio,psl,MG,sim,não,sim,sim,sim,não,sim,não,sim,sim,sim,sim,não,não,sim,sim,sim,sim,sim,não,sim,sim,sim,sim
178983,Marcio Alvino,pr,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,não,não
74050,Maurício Quintella Lessa,pr,AL,não votou,sim,abstenção,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não votou,não,sim,sim,não,não
178985,Miguel Lombardi,pr,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,não
74787,Milton Monti,pr,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,-,sim,não votou,sim,não,sim,sim,não,não
74017,Paulo Feijó,pr,RJ,sim,não,sim,não votou,não votou,não votou,sim,sim,sim,sim,sim,não votou,não,sim,sim,sim,não,sim,sim,não,sim,sim,não,não
160558,Paulo Freire,pr,SP,sim,não,abstenção,não,sim,não,não votou,-,sim,sim,não,sim,não,sim,não votou,não,não votou,sim,sim,não,sim,sim,não,não votou
178960,Remídio Monai,pr,RR,não votou,sim,não,não,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,não,não
187008,Silas Freire,podemos,PI,não,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim,não votou,sim,sim
160976,Tiririca,pr,SP,sim,sim,sim,não,sim,sim,sim,não,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,não,sim,sim,sim,sim
137070,Vicentinho Júnior,pr,TO,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não,sim,não,não votou,não
160591,Vinicius Gurgel,pr,AP,não votou,não,não,não,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,-,não votou,não votou,sim,não,não votou,abstenção,não,não votou
74043,Wellington Roberto,pr,PB,sim,sim,sim,não,sim,sim,sim,-,sim,não votou,sim,sim,sim,sim,sim,-,sim,não votou,não votou,não,sim,não,sim,sim
178949,Zenaide Maia,phs,RN,não,sim,sim,não,sim,sim,sim,não,não,não,sim,sim,sim,sim,abstenção,não,sim,não,sim,não,sim,não,sim,sim
178836,Alan Rick,dem,AC,não,sim,sim,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,sim,sim,não,sim,sim,sim,sim
141383,Antonio Bulhões,prb,SP,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,não,não,sim,sim,sim,sim,não,sim,sim,não,não
73437,Beto Mansur,mdb,SP,sim,não votou,não,não,sim,sim,sim,sim,sim,sim,não votou,sim,sim,não votou,sim,sim,sim,sim,sim,não votou,não votou,sim,não,não
178962,Carlos Gomes,prb,RS,sim,sim,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não,sim,sim,sim,não
73441,Celso Russomanno,prb,SP,sim,não,sim,não,sim,não,não votou,sim,sim,sim,sim,sim,sim,não,não votou,sim,sim,sim,não votou,não,sim,sim,não,não
141408,Cleber Verde,prb,MA,sim,não votou,sim,não,sim,não,não votou,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,não votou,sim,sim,não,não
160576,César Halum,prb,TO,sim,não votou,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não
196357,Dejorge Patrício,prb,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,-,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não
160531,Jhonatan de Jesus,prb,RR,não,sim,não votou,não,sim,não,sim,-,sim,sim,não votou,sim,não,não,sim,sim,sim,sim,sim,não,não votou,sim,não,não
178971,Jony Marcos,prb,SE,sim,não,sim,não,sim,não,não,não,sim,sim,sim,sim,sim,não,não,não,não votou,não,não votou,sim,sim,sim,sim,sim
74366,João Campos,prb,GO,sim,não,abstenção,não,sim,sim,sim,-,sim,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
74585,Lincoln Portela,pr,MG,abstenção,não votou,sim,não,sim,não,sim,não,sim,sim,sim,sim,não votou,não votou,não,não,sim,não,sim,não votou,sim,sim,sim,sim
141483,Lindomar Garçon,prb,RO,não votou,sim,não votou,sim,sim,sim,não votou,sim,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não votou,sim,não,não
118594,Marcelo Squassoni,prb,SP,sim,não,abstenção,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não
150418,Márcio Marinho,prb,BA,sim,não,não votou,não,sim,não,sim,sim,sim,sim,sim,sim,não,não,não,sim,sim,sim,sim,não,sim,sim,não,não votou
193982,Pastor Luciano Braga,prb,BA,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,abstenção,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou
152610,Roberto Alves,prb,SP,não,não,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,não,não votou,sim,sim,sim,sim,não,sim,sim,não,não
178944,Roberto Sales,dem,RJ,não,não,sim,não,sim,não,sim,-,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,sim,não,sim,sim,não,não
122466,Ronaldo Martins,prb,CE,não,não,não,não,sim,não,sim,não,sim,sim,sim,sim,não,não,não,não,sim,sim,sim,não,sim,sim,sim,não
178945,Rosangela Gomes,prb,RJ,sim,não,sim,não,sim,não,sim,sim,sim,sim,sim,sim,não,não,sim,-,sim,sim,sim,não,sim,sim,não,não
74356,Silas Câmara,prb,AM,sim,sim,abstenção,não,sim,sim,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,sim,não,sim,sim,não,sim,sim,não,não
178991,Sérgio Reis,prb,SP,não votou,não votou,não votou,não,sim,não,sim,-,não votou,não votou,sim,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,não votou,sim,sim,sim
178862,Tia Eron,prb,BA,sim,não,sim,não,sim,não,não votou,não votou,sim,sim,sim,sim,não,não,sim,-,sim,sim,sim,não,sim,sim,não votou,não votou
141555,Vinicius Carvalho,prb,SP,não,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,não,sim,sim,não,não
74213,Antonio Balhmann,pdt,CE,não votou,não votou,não,não,não,sim,não votou,não votou,sim,sim,sim,sim,sim,não votou,sim,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou
160640,Eros Biondini,pros,MG,sim,sim,sim,sim,sim,sim,sim,não,não,sim,não,sim,não,sim,não,não,sim,sim,não votou,não,sim,sim,sim,sim
141430,Felipe Bornier,pros,RJ,não votou,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim,não votou,sim,não,sim,sim,sim,sim,sim,sim,sim
178868,Odorico Monteiro,psb,CE,sim,sim,sim,não,não,não,abstenção,não,não,não,sim,sim,sim,sim,não,não,não votou,não,sim,não,sim,não,sim,sim
160637,Ronaldo Fonseca,podemos,DF,sim,não,não,não,não,não,sim,não,sim,sim,não,sim,não,não,sim,não,não votou,sim,sim,sim,sim,sim,não,não
178934,Toninho Wandscheer,pros,PR,sim,sim,sim,não,não,não,sim,sim,não,não votou,sim,sim,sim,sim,não,sim,sim,não votou,não,não,não votou,sim,não,não
74308,Vicente Arruda,pr,CE,sim,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não votou,não,não votou,sim
194260,Nivaldo Albuquerque,prp,AL,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou
178903,Adilton Sachetti,prb,MT,sim,sim,não,não,sim,sim,sim,-,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,não,sim,sim,sim,não,não
178834,Bebeto,psb,BA,não votou,sim,sim,não,não,não,não,não,não,não,não,sim,não,sim,não,-,não,não,não votou,não,não votou,não,sim,sim
194258,Creuza Pereira,psb,PE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou
178838,César Messias,psb,AC,sim,sim,não,não,não votou,não,sim,-,não,não,não,não votou,não,sim,não votou,sim,não votou,não votou,não votou,não,sim,não,sim,sim
160528,Danilo Cabral,psb,PE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,sim,sim,sim
62881,Danilo Forte,psdb,CE,não votou,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,-,não,sim,não votou,não,sim,sim,não,não
178905,Fabio Garcia,dem,MT,sim,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,-,sim,sim,não votou,sim,sim,sim,não,não
190149,Fabricio Oliveira,psb,SC,não,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não votou,não votou,não votou,não votou
